

lambda(m), Y
1.08839e-06, 0.408785
1.08935e-06, 0.431697
1.09031e-06, 0.457882
1.09127e-06, 0.485113
1.09223e-06, 0.51172
1.09319e-06, 0.53515
1.09415e-06, 0.554887
1.09511e-06, 0.570743
1.09607e-06, 0.580883
1.09703e-06, 0.584301
1.09799e-06, 0.579472
1.09895e-06, 0.562706
1.09991e-06, 0.532366
1.10087e-06, 0.497061
1.10183e-06, 0.481544
1.10279e-06, 0.494163
1.10375e-06, 0.514201
1.10471e-06, 0.538923
1.10567e-06, 0.558432
1.10663e-06, 0.56856
1.10759e-06, 0.57092
1.10855e-06, 0.568641
1.10951e-06, 0.564365
1.11047e-06, 0.558701
1.11143e-06, 0.553465
1.11239e-06, 0.549241
1.11335e-06, 0.545986
1.11431e-06, 0.544352
1.11527e-06, 0.543391
1.11623e-06, 0.542854
1.11719e-06, 0.542002
1.11815e-06, 0.539738
1.11911e-06, 0.535998
1.12007e-06, 0.529938
1.12103e-06, 0.522349
1.12199e-06, 0.513887
1.12295e-06, 0.505359
1.12391e-06, 0.498333
1.12487e-06, 0.492031
1.12583e-06, 0.486571
1.12679e-06, 0.480699
1.12775e-06, 0.472752
1.12871e-06, 0.462557
1.12967e-06, 0.448674
1.13063e-06, 0.431054
1.13159e-06, 0.410171
1.13255e-06, 0.386015
1.13351e-06, 0.359691
1.13447e-06, 0.331947
1.13543e-06, 0.302758
1.13639e-06, 0.27397
1.13735e-06, 0.248563
1.13831e-06, 0.232342
1.13927e-06, 0.233302
1.14023e-06, 0.254903
1.14119e-06, 0.295544
1.14215e-06, 0.347916
1.14311e-06, 0.403063
1.14407e-06, 0.455229
1.14503e-06, 0.500509
1.14599e-06, 0.537483
1.14695e-06, 0.566073
1.14791e-06, 0.585448
1.14887e-06, 0.595057
1.14983e-06, 0.592135
1.1508e-06, 0.571248
1.15176e-06, 0.523303
1.15272e-06, 0.445447
1.15368e-06, 0.387214
1.15464e-06, 0.429553
1.1556e-06, 0.520134
1.15656e-06, 0.586919
1.15752e-06, 0.625199
1.15848e-06, 0.643502
1.15944e-06, 0.650347
1.1604e-06, 0.648048
1.16136e-06, 0.638824
1.16232e-06, 0.623738
1.16328e-06, 0.601183
1.16424e-06, 0.573056
1.1652e-06, 0.537203
1.16616e-06, 0.495587
1.16712e-06, 0.451562
1.16808e-06, 0.409698
1.16904e-06, 0.382652
1.17e-06, 0.374195
1.17096e-06, 0.381316
1.17192e-06, 0.384277
1.17288e-06, 0.392511
1.17384e-06, 0.467596
1.1748e-06, 0.557983
1.17576e-06, 0.614398
1.17672e-06, 0.643193
1.17768e-06, 0.656255
1.17864e-06, 0.660552
1.1796e-06, 0.657565
1.18056e-06, 0.652084
1.18152e-06, 0.642949
1.18248e-06, 0.633185
1.18344e-06, 0.623269
1.1844e-06, 0.61312
1.18536e-06, 0.605694
1.18632e-06, 0.59845
1.18728e-06, 0.594934
1.18824e-06, 0.592397
1.1892e-06, 0.592702
1.19016e-06, 0.594798
1.19112e-06, 0.598059
1.19208e-06, 0.603371
1.19304e-06, 0.60836
1.194e-06, 0.614774
1.19496e-06, 0.619849
1.19592e-06, 0.62505
1.19688e-06, 0.628259
1.19784e-06, 0.630195
1.1988e-06, 0.629711
1.19976e-06, 0.626847
1.20072e-06, 0.621205
1.20168e-06, 0.61229
1.20264e-06, 0.600061
1.2036e-06, 0.583504
1.20456e-06, 0.56265
1.20552e-06, 0.536202
1.20648e-06, 0.50489
1.20744e-06, 0.469453
1.2084e-06, 0.435858
1.20936e-06, 0.413539
1.21032e-06, 0.414147
1.21128e-06, 0.437689
1.21224e-06, 0.469739
1.2132e-06, 0.49529
1.21416e-06, 0.509376
1.21512e-06, 0.517618
1.21608e-06, 0.525731
1.21704e-06, 0.538433
1.218e-06, 0.555177
1.21896e-06, 0.574249
1.21992e-06, 0.593234
1.22088e-06, 0.610226
1.22184e-06, 0.624902
1.2228e-06, 0.636381
1.22376e-06, 0.645519
1.22472e-06, 0.651857
1.22568e-06, 0.656373
1.22664e-06, 0.658871
