

lambda(m), Y
8.33963e-07, 0.228082
8.34443e-07, 0.230471
8.34923e-07, 0.232644
8.35404e-07, 0.234602
8.35884e-07, 0.236616
8.36364e-07, 0.238687
8.36844e-07, 0.240432
8.37324e-07, 0.241588
8.37804e-07, 0.242356
8.38284e-07, 0.243018
8.38764e-07, 0.243426
8.39244e-07, 0.243171
8.39724e-07, 0.242171
8.40204e-07, 0.240766
8.40684e-07, 0.239159
8.41164e-07, 0.237087
8.41644e-07, 0.234234
8.42124e-07, 0.230736
8.42604e-07, 0.227007
8.43084e-07, 0.223163
8.43564e-07, 0.218949
8.44044e-07, 0.214265
8.44524e-07, 0.209471
8.45005e-07, 0.205009
8.45485e-07, 0.200945
8.45965e-07, 0.197119
8.46445e-07, 0.193646
8.46925e-07, 0.190967
8.47405e-07, 0.189379
8.47885e-07, 0.188771
8.48365e-07, 0.18895
8.48845e-07, 0.190027
8.49325e-07, 0.192257
8.49805e-07, 0.195595
8.50285e-07, 0.199668
8.50765e-07, 0.204214
8.51245e-07, 0.209325
8.51725e-07, 0.215118
8.52205e-07, 0.221356
8.52685e-07, 0.227605
8.53165e-07, 0.233718
8.53645e-07, 0.239916
8.54125e-07, 0.24633
8.54605e-07, 0.252689
8.55086e-07, 0.258613
8.55566e-07, 0.264101
8.56046e-07, 0.269492
8.56526e-07, 0.274943
8.57006e-07, 0.280173
8.57486e-07, 0.284834
8.57966e-07, 0.288999
8.58446e-07, 0.293063
8.58926e-07, 0.297197
8.59406e-07, 0.301108
8.59886e-07, 0.30445
8.60366e-07, 0.307309
8.60846e-07, 0.310098
8.61326e-07, 0.313002
8.61806e-07, 0.315738
8.62286e-07, 0.317943
8.62766e-07, 0.319674
8.63246e-07, 0.321339
8.63726e-07, 0.323158
8.64206e-07, 0.324881
8.64686e-07, 0.32612
8.65167e-07, 0.326871
8.65647e-07, 0.327521
8.66127e-07, 0.328342
8.66607e-07, 0.329142
8.67087e-07, 0.329514
8.67567e-07, 0.32937
8.68047e-07, 0.329051
8.68527e-07, 0.328891
8.69007e-07, 0.328784
8.69487e-07, 0.328324
8.69967e-07, 0.327319
8.70447e-07, 0.326042
8.70927e-07, 0.324876
8.71407e-07, 0.323836
8.71887e-07, 0.32255
8.72367e-07, 0.320732
8.72847e-07, 0.318544
8.73327e-07, 0.316398
8.73807e-07, 0.314454
8.74287e-07, 0.312437
8.74767e-07, 0.31
8.75248e-07, 0.307172
8.75728e-07, 0.304341
8.76208e-07, 0.301819
8.76688e-07, 0.299506
8.77168e-07, 0.297069
8.77648e-07, 0.294392
8.78128e-07, 0.29176
